ID,title,authors,published,updated,abstract,categories,citations,arxiv_url,gscholar_url,journal
405,SemanticPaint: Interactive 3D Labeling and Learning at your Fingertips,"['J Valentin', 'V Vineet', 'MM Cheng', 'D Kim', 'M Nießner', '...', 'P Kohli', 'J Shotton']",,,,,90,,http://scholar.google.com/scholar?oi=bibs&cluster=12547962849031990994&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (5), 1-17"
406,Printing 3D objects with interlocking parts,"['Z Fu', 'L Liu', 'CW Fu', 'P Song']",,,,,70,,http://scholar.google.com/scholar?oi=bibs&cluster=8707947265089413227&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Aided Geometric Design 35, 137-148"
407,The shape variational autoencoder: A deep generative model of part‐segmented 3D objects,"['CKI Williams', 'C Nash']",,,,,59,,http://scholar.google.com/scholar?oi=bibs&cluster=14909356210549455801&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 36 (5), 1-12"
408,Convolutional wasserstein distances: efficient optimal transportation on geometric domains,"['M Cuturi', 'T Du', 'J Solomon', 'G Peyré', 'A Butscher', '...', 'F de Goes', 'A Nguyen']",,,,,310,,http://scholar.google.com/scholar?oi=bibs&cluster=773329588085970908&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-11"
409,A System for High-Resolution Topology Optimization,"['R Westermann', 'C Dick', 'J Wu']",,,,,76,,http://scholar.google.com/scholar?oi=bibs&cluster=5263300727619100232&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (3), 1195-1208"
410,Embedded Data Representations,"['W Willett', 'P Dragicevic', 'Y Jansen']",,,,,75,,http://scholar.google.com/scholar?oi=bibs&cluster=7314381804016460320&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (1), 461-470"
411,Cognitive Augmented Reality,"['D Stricker', 'N Petersen']",,,,,54,,http://scholar.google.com/scholar?oi=bibs&cluster=1279450872554514183&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 53, 82-91"
412,Customization of 3D content with semantic meta-scenes,"['K Walczak', 'J Flotyński']",,,,,15,,http://scholar.google.com/scholar?oi=bibs&cluster=16899232836547547395&btnI=1&nossl=1&hl=en&oe=ASCII,"Graphical Models 88, 23-39"
413,Gaussian curvature using fundamental forms for binary voxel data,"['O Wirjadi', 'H Hagen', 'M Kronenberger', 'J Freitag']",,,,,14,,http://scholar.google.com/scholar?oi=bibs&cluster=308004685479384367&btnI=1&nossl=1&hl=en&oe=ASCII,"Graphical Models 82, 123-136"
414,Automated human motion segmentation via motion regularities,"['H Sun', 'R Lan']",,,,,33,,http://scholar.google.com/scholar?oi=bibs&cluster=5447359378357136615&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 31 (1), 35-53"
415,Visualization of Eye Tracking Data: A Taxonomy and Survey,"['T Ertl', 'M Burch', 'M Raschke', 'D Weiskopf', 'T Blascheck', 'K Kurzhals']",,,,,102,,http://scholar.google.com/scholar?oi=bibs&cluster=9876521497478756378&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 36 (8), 260-284"
416,Revisiting Trends in Augmented Reality Research: A Review of the 2nd Decade of ISMAR (2008–2017),"['HBL Duh', 'K Kim', 'G Bruder', 'GF Welch', 'M Billinghurst']",,,,,76,,http://scholar.google.com/scholar?oi=bibs&cluster=17192482326940983079&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 24 (11), 2947-2962"
417,DocuCompass: Effective exploration of document landscapes,"['T Ertl', 'M John', 'F Heimerl', 'Q Han', 'S Koch']",,,,,23,,http://scholar.google.com/scholar?oi=bibs&cluster=3126183974822468146&btnI=1&nossl=1&hl=en&oe=ASCII,"2016 IEEE Conference on Visual Analytics Science and Technology (VAST), 11-20"
418,Microstructures to control elasticity in 3D printing,"['S Marschner', 'M Gross', 'J Rys', 'C Daraio', 'C Schumacher', 'B Bickel']",,,,,216,,http://scholar.google.com/scholar?oi=bibs&cluster=10775464299459197503&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-13"
419,Refinable C1 spline elements for irregular quad layout,"['T Nguyen', 'J Peters']",,,,,48,,http://scholar.google.com/scholar?oi=bibs&cluster=1589267975167980958&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Aided Geometric Design 43, 123-130"
420,Density maps for improved SPH boundary handling,"['D Koschier', 'J Bender']",,,,,19,,http://scholar.google.com/scholar?oi=bibs&cluster=13204495366766297712&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the ACM SIGGRAPH/Eurographics Symposium on Computer Animation …
421,A Survey of Digital Earth,"['A Mahdavi-Amiri', 'T Alderson', 'F Samavati']",,,,,75,,http://scholar.google.com/scholar?oi=bibs&cluster=11349234144439360060&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 53, 95-117"
422,Analytic Provenance for Sensemaking: A Research Agenda,"['PH Nguyen', 'S Attfield', 'K Xu', 'A Wheat', 'TJ Jankun-Kelly', 'N Selvaraj']",,,,,65,,http://scholar.google.com/scholar?oi=bibs&cluster=3229412951507267333&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 35 (3), 56-64"
423,Wide Field Of View Varifocal Near-Eye Display Using See-Through Deformable Membrane Mirrors,"['P Kellnhofer', 'K Torell', 'K Akşit', 'D Dunn', 'K Myszkowski', '...', 'C Tippets', 'P Didyk']",,,,,82,,http://scholar.google.com/scholar?oi=bibs&cluster=9783871809054206133&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (4), 1322-1331"
424,Virtual reality studies outside the laboratory,"['K Hornbæk', 'A Mottelson']",,,,,24,,http://scholar.google.com/scholar?oi=bibs&cluster=16888917011856718686&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 23rd ACM Symposium on Virtual Reality Software and …
425,Robust Articulated‐ICP for Real‐Time Hand Tracking,"['A Tagliasacchi', 'A Tkach', 'M Botsch', 'M Schröder', 'S Bouaziz', 'M Pauly']",,,,,157,,http://scholar.google.com/scholar?oi=bibs&cluster=17641049876140019762&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (5), 101-114"
426,The benefits of DOF separation in mid-air 3D object manipulation.,"['D Mendes', 'A Ferreira', 'F Relvas', 'JA Jorge']",,,,,27,,http://scholar.google.com/scholar?oi=bibs&cluster=12056954121079385757&btnI=1&nossl=1&hl=en&oe=ASCII,"VRST, 261-268"
427,Joint embeddings of shapes and images via CNN image purification,"['N Fish', 'LJ Guibas', 'CR Qi', 'D Cohen-Or', 'Y Li', 'H Su']",,,,,127,,http://scholar.google.com/scholar?oi=bibs&cluster=6251959556361839014&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (6), 1-12"
428,Gendered or neutral? considering the language of HCI,"['A Bradley', 'C MacArthur', 'S Carpendale', 'M Hancock']",,,,,14,,http://scholar.google.com/scholar?oi=bibs&cluster=13630645906425868645&btnI=1&nossl=1&hl=en&oe=ASCII,"Proceedings of the 41st Graphics Interface Conference, 163-170"
429,Visualizing Dynamic Brain Networks Using an Animated Dual-Representation.,"['RV Kenyon', 'TY Berger-Wolf', 'C Ma', 'AG Forbes', 'DA Llano', 'BJ Slater']",,,,,20,,http://scholar.google.com/scholar?oi=bibs&cluster=11372860946950775107&btnI=1&nossl=1&hl=en&oe=ASCII,"EuroVis (Short Papers), 73-77"
430,Architectural geometry,"['J Wallner', 'M Eigensatz', 'H Pottmann', 'A Vaxman']",,,,,116,,http://scholar.google.com/scholar?oi=bibs&cluster=17248056033998412453&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 47, 145-164"
431,iVizTRANS: Interactive visual learning for home and work place detection from massive public transportation data,"['L Yu', 'SK Ng', 'WS Ng', 'Z Huang', 'HM Watt', 'G Li', 'A Arunan', 'X Li', 'W Wu']",,,,,23,,http://scholar.google.com/scholar?oi=bibs&cluster=14785434512024751803&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Conference on Visual Analytics Science and Technology (VAST), 49-56"
432,Visual Perspective and Feedback Guidance for VR Free-Throw Training,"['AH Olivier', 'F Multon', 'A Covaci']",,,,,38,,http://scholar.google.com/scholar?oi=bibs&cluster=18022513925052602324&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 35 (5), 55-65"
433,Single-view reconstruction via joint analysis of image and shape collections,"['H Wang', 'V Koltun', 'Q Huang']",,,,,121,,http://scholar.google.com/scholar?oi=bibs&cluster=15220534980879034066&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-10"
434,Identifying Virtual 3D Geometric Shapes with a Vibrotactile Glove,"['JP Molina', 'J Martinez', 'A Garcia', 'P Gonzalez', 'M Oliver']",,,,,48,,http://scholar.google.com/scholar?oi=bibs&cluster=9433826475599474919&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications, 42-51"
435,15 Years of Research on Redirected Walking in Immersive Virtual Environments,"['NC Nilsson', 'T Peck', 'G Bruder', 'S Serafin', '...', 'E Hodgson', 'M Whitton']",,,,,53,,http://scholar.google.com/scholar?oi=bibs&cluster=9660400228930306809&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 38 (2), 44-56"
436,"A Review of Eye Gaze in Virtual Agents, Social Robotics and HCI: Behaviour Generation, User Interaction and Perception","['JB Badler', 'CE Peters', 'K Ruhland', 'M Gleicher', '...', 'NI Badler', 'S Andrist']",,,,,89,,http://scholar.google.com/scholar?oi=bibs&cluster=11492651902761825425&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 34 (6), 299-326"
437,Complex hole-filling algorithm for 3D models.,"['K Matsuyama', 'O Khorloo', 'E Altantsetseg', 'K Konno']",,,,,13,,http://scholar.google.com/scholar?oi=bibs&cluster=6148708527958415157&btnI=1&nossl=1&hl=en&oe=ASCII,"CGI, 10:1-10:6"
438,Facial performance sensing head-mounted display,"['K Olszewski', 'C Ma', 'T Trutna', 'H Li', 'PL Hsieh', 'A Nicholls', 'L Trutoiu', 'L Wei']",,,,,122,,http://scholar.google.com/scholar?oi=bibs&cluster=3386150920979676960&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-9"
439,The Reality Deck--an Immersive Gigapixel Display,"['K Petkov', 'C Papadopoulos', 'AE Kaufman', 'K Mueller']",,,,,39,,http://scholar.google.com/scholar?oi=bibs&cluster=13815227905891968108&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications, 33-45"
440,Sketch abstractions for character posing,"['F Mutzel', 'M Gross', 'B Thomaszewski', 'M Nitti', '...', 'S Coros', 'F Hahn']",,,,,22,,http://scholar.google.com/scholar?oi=bibs&cluster=13259269873479596196&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 14th ACM SIGGRAPH/Eurographics Symposium on Computer …
441,SketchInsight: Natural data exploration on interactive whiteboards leveraging pen and touch interaction,"['B Lee', 'S Carpendale', 'NH Riche', 'G Smith', 'A Karlson']",,,,,27,,http://scholar.google.com/scholar?oi=bibs&cluster=16302269931012866244&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Pacific Visualization Symposium (PacificVis), 199-206"
442,Two-stage Color Texture Synthesis using the Structure Tensor Field,"['C Yaacoub', 'A Akl', 'C Germain', 'JP Da Costa', 'M Donias']",,,,,9,,http://scholar.google.com/scholar?oi=bibs&cluster=213470925448623775&btnI=1&nossl=1&hl=en&oe=ASCII,Proceedings of the 10th International Conference on Computer Graphics Theory …
443,Automatic Portrait Segmentation for Image Stylization,"['J Jia', 'I Sachs', 'E Shechtman', 'X Shen', 'A Hertzmann', 'B Price', 'S Paris']",,,,,104,,http://scholar.google.com/scholar?oi=bibs&cluster=17987366858765903686&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 35 (2), 93-102"
444,MegaMol—A Prototyping Framework for Particle-Based Visualization,"['T Ertl', 'S Grottel', 'G Reina', 'M Krone', 'C Muller']",,,,,94,,http://scholar.google.com/scholar?oi=bibs&cluster=6292937916783819798&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization & Computer Graphics, 201-214"
445,Estimation of crowd density by clustering motion cues,"['J Gubbi', 'M Palaniswami', 'S Marusic', 'AS Rao']",,,,,28,,http://scholar.google.com/scholar?oi=bibs&cluster=7222303689364218405&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 31 (11), 1533-1552"
446,Copula Eigenfaces-Semiparametric Principal Component Analysis for Facial Appearance Modeling.,"['B Egger', 'S Schönborn', 'T Vetter', 'V Roth', 'D Kaufmann']",,,,,8,,http://scholar.google.com/scholar?oi=bibs&cluster=6394376928068655515&btnI=1&nossl=1&hl=en&oe=ASCII,"VISIGRAPP (1: GRAPP), 50-58"
447,A visual-numeric approach to clustering and anomaly detection for trajectory data,"['C Leckie', 'JC Bezdek', 'M Palaniswami', 'S Rajasegarar', 'D Kumar']",,,,,36,,http://scholar.google.com/scholar?oi=bibs&cluster=8595481726390776825&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 33 (3), 265-281"
448,Aggregate G-buffer anti-aliasing.,"['C Crassin', 'K Fatahalian', 'AE Lefohn', 'M McGuire']",,,,,19,,http://scholar.google.com/scholar?oi=bibs&cluster=969332403304776680&btnI=1&nossl=1&hl=en&oe=ASCII,"I3D, 109-119"
449,Data-Driven Healthcare: Challenges and Opportunities for Interactive Visualization,"['D Gotz', 'D Borland']",,,,,43,,http://scholar.google.com/scholar?oi=bibs&cluster=1017042205774588540&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 36 (3), 90-96"
450,Visualization of Biomolecular Structures: State of the Art Revisited,"['B Kozlíková', 'M Baaden', '...', 'I Viola', 'N Lindow', 'D Baum', 'M Krone', 'M Falk']",,,,,64,,http://scholar.google.com/scholar?oi=bibs&cluster=7675101710892103611&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 36 (8), 178-204"
451,Deep joint demosaicking and denoising,"['M Gharbi', 'G Chaurasia', 'F Durand', 'S Paris']",,,,,179,,http://scholar.google.com/scholar?oi=bibs&cluster=629583401266516852&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (6), 1-12"
452,Visual Interaction with Dimensionality Reduction: A Structured Literature Analysis,"['JA Lee', 'M Sedlmair', 'SC North', 'J Peltonen', 'L Zhang', '...', 'D Weiskopf', 'D Sacha']",,,,,124,,http://scholar.google.com/scholar?oi=bibs&cluster=2565838027433703082&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (1), 241-250"
453,Burst photography for high dynamic range and low-light imaging on mobile cameras,"['D Sharlet', 'R Geiss', 'A Adams', 'SW Hasinoff', 'F Kainz', '...', 'JT Barron', 'J Chen']",,,,,139,,http://scholar.google.com/scholar?oi=bibs&cluster=8772719545521007130&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (6), 1-12"
454,TerraMobilita/iQmulus urban point cloud analysis benchmark,"['B Vallet', 'A Serna', 'M Brédif', 'B Marcotegui', 'N Paparoditis']",,,,,64,,http://scholar.google.com/scholar?oi=bibs&cluster=12860559416248661661&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 49, 126-133"
455,Instant Outdoor Localization and SLAM Initialization from 2.5 D Maps,"['C Arth', 'V Lepetit', 'C Pirchheim', 'D Schmalstieg', 'J Ventura']",,,,,89,,http://scholar.google.com/scholar?oi=bibs&cluster=16666044752932766336&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Annals of the History of Computing, 1309-1318"
456,PedVR: simulating gaze-based interactions between a real user and virtual crowds.,"['A Shapiro', 'A Best', 'D Manocha', 'S Narang', 'T Randhavane']",,,,,33,,http://scholar.google.com/scholar?oi=bibs&cluster=10950071528836256522&btnI=1&nossl=1&hl=en&oe=ASCII,"VRST, 91-100"
457,Immersive Collaborative Analysis of Network Connectivity: CAVE-style or Head-Mounted Display?,"['M Cordeil', 'K Marriott', 'K Klein', 'B Laha', 'T Dwyer', 'BH Thomas']",,,,,103,,http://scholar.google.com/scholar?oi=bibs&cluster=17308161010848403525&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (1), 441-450"
458,Digital Fabrication Techniques for Cultural Heritage: A Survey,"['M Dellepiane', 'N Pietroni', 'P Cignoni', 'M Callieri', 'R Scopigno']",,,,,64,,http://scholar.google.com/scholar?oi=bibs&cluster=10787269624585668631&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 36 (1), 6-21"
459,Optimal presentation of imagery with focus cues on multi-plane displays,"['MS Banks', ""JF O'Brien"", 'GJ Ward', 'R Narain', 'A Bulbul', 'RA Albert']",,,,,91,,http://scholar.google.com/scholar?oi=bibs&cluster=3483673876807314829&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-12"
460,Hierarchical Stochastic Neighbor Embedding,"['B Lelieveldt', 'E Eisemann', 'A Vilanova', 'N Pezzotti', 'T Höllt']",,,,,69,,http://scholar.google.com/scholar?oi=bibs&cluster=16759058044879827320&btnI=1&nossl=1&hl=en&oe=ASCII,"Computer Graphics Forum 35 (3), 21-30"
461,How do People Make Sense of Unfamiliar Visualizations?: A Grounded Model of Novice's Information Visualization Sensemaking,"['SH Kim', 'YA Kang', 'S Lee', 'H Lam', 'YH Hung', 'JS Yi']",,,,,72,,http://scholar.google.com/scholar?oi=bibs&cluster=12439674802644247277&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 22 (1), 499-508"
462,Semantic query-based generation of customized 3D scenes.,"['K Walczak', 'J Flotynski']",,,,,15,,http://scholar.google.com/scholar?oi=bibs&cluster=9125392627249876147&btnI=1&nossl=1&hl=en&oe=ASCII,"Web3D, 123-131"
463,Example-guided anthropometric human body modeling,"['Y Zhang', 'N Magnenat-Thalmann', 'J Zheng']",,,,,26,,http://scholar.google.com/scholar?oi=bibs&cluster=15691934513354225467&btnI=1&nossl=1&hl=en&oe=ASCII,"The Visual Computer 31 (12), 1615-1631"
464,Appealing Female Avatars from 3D Body Scans: Perceptual Effects of Stylization.,"['MJ Black', 'J Romero', 'BJ Mohler', 'R Fleming', 'M Breidt']",,,,,8,,http://scholar.google.com/scholar?oi=bibs&cluster=667672549444981890&btnI=1&nossl=1&hl=en&oe=ASCII,"VISIGRAPP (1: GRAPP), 335-345"
465,Comparative visual analysis of vector field ensembles,"['R Westermann', 'I Demir', 'M Jarema', 'J Kehrer']",,,,,32,,http://scholar.google.com/scholar?oi=bibs&cluster=13801972894323933080&btnI=1&nossl=1&hl=en&oe=ASCII,"2015 IEEE Conference on Visual Analytics Science and Technology (VAST), 81-88"
466,D-Map: Visual analysis of ego-centric information diffusion patterns in social media,"['Z Wang', 'X Yuan', 'Y Wu', 'S Chen', 'J Liang', 'N Cao']",,,,,33,,http://scholar.google.com/scholar?oi=bibs&cluster=11163906893795780023&btnI=1&nossl=1&hl=en&oe=ASCII,"2016 IEEE Conference on Visual Analytics Science and Technology (VAST), 41-50"
467,Underwater Depth Estimation and Image Restoration Based on Single Images,"['ER Nascimento', 'MFM Campos', 'SSC Botelho', 'PLJ Drews']",,,,,83,,http://scholar.google.com/scholar?oi=bibs&cluster=16883352936708988804&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Computer Graphics and Applications 36 (2), 24-35"
468,Dynamic Projection Mapping onto Deforming Non-Rigid Surface Using Deformable Dot Cluster Marker,"['M Ishikawa', 'G Narita', 'Y Watanabe']",,,,,73,,http://scholar.google.com/scholar?oi=bibs&cluster=14103773637752555435&btnI=1&nossl=1&hl=en&oe=ASCII,"IEEE Transactions on Visualization and Computer Graphics 23 (3), 1235-1248"
469,Jump: virtual reality video,"['J Kontkanen', 'C Hernández', 'D Gallup', '...', 'N Snavely', 'JT Barron', 'R Anderson']",,,,,145,,http://scholar.google.com/scholar?oi=bibs&cluster=18392625024032692201&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 35 (6), 1-13"
470,Reconstructing building mass models from UAV images,"['M Li', 'P Wonka', 'N Smith', 'L Nan']",,,,,37,,http://scholar.google.com/scholar?oi=bibs&cluster=12710567056884258542&btnI=1&nossl=1&hl=en&oe=ASCII,"Computers & Graphics 54, 84-93"
471,Learning visual similarity for product design with convolutional neural networks,"['K Bala', 'S Bell']",,,,,296,,http://scholar.google.com/scholar?oi=bibs&cluster=10970688853567337806&btnI=1&nossl=1&hl=en&oe=ASCII,"ACM Transactions on Graphics (TOG) 34 (4), 1-10"
